MARK	EID	E-Mnemonic	Standardised epigenome name	Epigenome name (from EDACC Release 9 directory)	MARK CLASS	FNAME	NREADS	FRAGLEN	FCC	RLEN	RCC	MINLEN	MINCC	NSC (Signal to noise)	RSC (Phantom Peak)	SPOT	FindPeaks	Poisson	%of Impute Top 1% in Observed Top 1%	Correlation of Imputed with Observed
H3K36me3	E003	ESC.H1	H1 Cell Line	H1_Cell_Line	Core	E003-H3K36me3.tagAlign.gz	30000000	100	0.3151615712	35	0.3182781	1500	0.300827	1.047651	0.8214159	0.2	0.198	0.382	57	0.766
H3K36me3	E004	ESDR.H1.BMP4.MESO	H1 BMP4 Derived Mesendoderm Cultured Cells	H1_BMP4_Derived_Mesendoderm_Cultured_Cells	Core	E004-H3K36me3.tagAlign.gz	30000000	120	0.2992693004	35	0.2980929	1500	0.2911219	1.027986	1.168752	0.022	0.004	0.11	10.9	0.231
H3K36me3	E005	ESDR.H1.BMP4.TROP	H1 BMP4 Derived Trophoblast Cultured Cells	H1_BMP4_Derived_Trophoblast_Cultured_Cells	Core	E005-H3K36me3.tagAlign.gz	30000000	130	0.3477309787	35	0.3385384	1500	0.3121672	1.113926	1.348582	0.304	0.308	0.483	65	0.785
H3K36me3	E006	ESDR.H1.MSC	H1 Derived Mesenchymal Stem Cells	H1_Derived_Mesenchymal_Stem_Cells	Core	E006-H3K36me3.tagAlign.gz	30000000	115	0.3466686585	35	0.3361363	1500	0.3098417	1.118857	1.40055	0.307	0.301	0.492	54.3	0.721
H3K36me3	E007	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	Core	E007-H3K36me3.tagAlign.gz	30000000	125	0.2994535924	35	0.304069	1500	0.2872924	1.04233	0.7248916	0.099	0.033	0.245	41.8	0.602
H3K36me3	E008	ESC.H9	H9 Cell Line	H9_Cell_Line	Core	E008-H3K36me3.tagAlign.gz	22676195	110	0.2629075087	30	0.2654165	1500	0.2458201	1.069512	0.8719653	0.205	0.172	0.368	52.2	0.69
H3K36me3	E009	ESDR.H9.NEUR.PROG	H9 Derived Neuronal Progenitor Cultured Cells	H9_Derived_Neuronal_Progenitor_Cultured_Cells	Core	E009-H3K36me3.tagAlign.gz	30000000	125	0.3563238185	35	0.3594713	1500	0.3422961	1.040981	0.8167426	0.345	0.579	0.724	53.5	0.829
H3K36me3	E010	ESDR.H9.NEUR	H9 Derived Neuron Cultured Cells	H9_Derived_Neuron_Cultured_Cells	Core	E010-H3K36me3.tagAlign.gz	30000000	140	0.3409449707	35	0.3429337	1500	0.3271578	1.042142	0.8739415	0.293	0.451	0.632	53	0.828
H3K36me3	E011	ESDR.CD184.ENDO	hESC Derived CD184+ Endoderm Cultured Cells	hESC_Derived_CD184+_Endoderm_Cultured_Cells	Core	E011-H3K36me3.tagAlign.gz	30000000	220	0.3181538902	35	0.3235888	1500	0.3096515	1.027458	0.6100472	0.178	0.252	0.535	46.7	0.772
H3K36me3	E012	ESDR.CD56.ECTO	hESC Derived CD56+ Ectoderm Cultured Cells	hESC_Derived_CD56+_Ectoderm_Cultured_Cells	Core	E012-H3K36me3.tagAlign.gz	14361584	200	0.181435966	35	0.1905327	1500	0.1768213	1.026098	0.3365589	0.231	0.255	0.459	47.8	0.72
H3K36me3	E013	ESDR.CD56.MESO	hESC Derived CD56+ Mesoderm Cultured Cells	hESC_Derived_CD56+_Mesoderm_Cultured_Cells	Core	E013-H3K36me3.tagAlign.gz	21204689	215	0.2713954514	35	0.274184	1500	0.2608247	1.040528	0.7912681	0.355	0.581	0.737	49.8	0.82
H3K36me3	E014	ESC.HUES48	HUES48 Cell Line	HUES48_Cell_Line	Core	E014-H3K36me3.tagAlign.gz	30000000	175	0.3233479322	35	0.3284457	1500	0.3132038	1.032388	0.6655423	0.233	0.289	0.474	65.3	0.872
H3K36me3	E015	ESC.HUES6	HUES6 Cell Line	HUES6_Cell_Line	Core	E015-H3K36me3.tagAlign.gz	30000000	165	0.3303954427	35	0.3353547	1500	0.3159123	1.045846	0.744926	0.269	0.336	0.518	66	0.868
H3K36me3	E016	ESC.HUES64	HUES64 Cell Line	HUES64_Cell_Line	Core	E016-H3K36me3.tagAlign.gz	30000000	165	0.3334849429	35	0.3390107	1500	0.3207356	1.03975	0.6976343	0.276	0.358	0.532	64.2	0.868
H3K36me3	E017	LNG.IMR90	IMR90 fetal lung fibroblasts Cell Line	IMR90_Cell_Line	Core	E017-H3K36me3.tagAlign.gz	30000000	130	0.3629261832	35	0.3537248	1500	0.3278221	1.107083	1.35523	0.4	0.496	0.645	59.7	0.807
H3K36me3	E018	IPSC.15b	iPS-15b Cell Line	iPS-15b_Cell_Line	Core	E018-H3K36me3.tagAlign.gz	13388393	175	0.1699479623	35	0.1755345	1500	0.1634077	1.040024	0.5393245	0.203	0.166	0.368	46.8	0.683
H3K36me3	E019	IPSC.18	iPS-18 Cell Line	iPS-18_Cell_Line	Core	E019-H3K36me3.tagAlign.gz	30000000	190	0.3143310604	35	0.3184341	1500	0.3059001	1.027561	0.672645	0.179	0.183	0.385	65.4	0.853
H3K36me3	E020	IPSC.20B	iPS-20b Cell Line	iPS-20b_Cell_Line	Core	E020-H3K36me3.tagAlign.gz	30000000	175	0.3239252717	35	0.3287128	1500	0.3130339	1.034793	0.6946507	0.226	0.272	0.464	65.5	0.861
H3K36me3	E021	IPSC.DF.6.9	iPS DF 6.9 Cell Line	iPS_DF_6.9_Cell_Line	Core	E021-H3K36me3.tagAlign.gz	30000000	110	0.3092097868	35	0.3106402	1500	0.2966136	1.042467	0.8980237	0.103	0.046	0.307	42.4	0.587
H3K36me3	E022	IPSC.DF.19.11	iPS DF 19.11 Cell Line	iPS_DF_19.11_Cell_Line	Core	E022-H3K36me3.tagAlign.gz	17605510	120	0.2186439589	35	0.2194024	1500	0.2049233	1.066955	0.9476187	0.174	0.105	0.43	29.2	0.477
H3K36me3	E023	FAT.MSC.DR.ADIP	Mesenchymal Stem Cell Derived Adipocyte Cultured Cells	Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells	Core	E023-H3K36me3.tagAlign.gz	30000000	195	0.3266109346	35	0.3279789	1500	0.3128841	1.043872	0.9093761	0.246	0.3	0.503	60	0.832
H3K36me3	E024	ESC.4STAR	ES-UCSF4  Cell Line	4star	Core	E024-H3K36me3.tagAlign.gz	30000000	160	0.3423530488	35	0.3302537	1500	0.315445	1.085302	1.817041	0.23	0.255	0.473	55.7	0.775
H3K36me3	E025	FAT.ADIP.DR.MSC	Adipose Derived Mesenchymal Stem Cell Cultured Cells	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	Core	E025-H3K36me3.tagAlign.gz	30000000	195	0.3275260457	35	0.3301719	1500	0.3153186	1.038715	0.8218699	0.265	0.368	0.562	57.8	0.845
H3K36me3	E026	STRM.MRW.MSC	Bone Marrow Derived Cultured Mesenchymal Stem Cells	Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	Core	E026-H3K36me3.tagAlign.gz	30000000	180	0.3213876953	35	0.3251443	1500	0.3124856	1.028488	0.7032415	0.212	0.28	0.515	58	0.846
H3K36me3	E027	BRST.MYO	Breast Myoepithelial Primary Cells	Breast_Myoepithelial_Cells	Core	E027-H3K36me3.tagAlign.gz	30000000	140	0.3284432994	35	0.3294486	1500	0.3165305	1.037635	0.9221814	0.246	0.364	0.621	48.3	0.788
H3K36me3	E028	BRST.HMEC.35	Breast variant Human Mammary Epithelial Cells (vHMEC)	Breast_vHMEC	Core	E028-H3K36me3.tagAlign.gz	30000000	280	0.3155151947	35	0.3126212	1500	0.3042012	1.037193	1.343706	0.157	0.153	0.503	32	0.637
H3K36me3	E029	BLD.CD14.PC	Primary monocytes from peripheral blood	CD14_Primary_Cells	Core	E029-H3K36me3.tagAlign.gz	20505089	170	0.2863118223	35	0.2909384	1500	0.2733356	1.047474	0.7371682	0.446	0.623	0.722	59.6	0.854
H3K36me3	E030	BLD.CD15.PC	Primary neutrophils from peripheral blood	CD15_Primary_Cells	Core	E030-H3K36me3.tagAlign.gz	22327666	180	0.3146892516	35	0.3105062	1500	0.2887817	1.089713	1.192552	0.421	0.517	0.606	56.2	0.75
H3K36me3	E031	BLD.CD19.CPC	Primary B cells from cord blood	CD19_Primary_Cells_Cord_BI	Core	E031-H3K36me3.tagAlign.gz	14915361	125	0.2013330927	35	0.2020193	1500	0.1926573	1.045032	0.9267074	0.337	0.5	0.687	31.5	0.544
H3K36me3	E032	BLD.CD19.PPC	Primary B cells from peripheral blood	CD19_Primary_Cells_Peripheral_UW	Core	E032-H3K36me3.tagAlign.gz	22973371	150	0.2792665444	35	0.2838895	1500	0.2717025	1.027839	0.620663	0.272	0.437	0.62	50.7	0.793
H3K36me3	E033	BLD.CD3.CPC	Primary T cells from cord blood	CD3_Primary_Cells_Cord_BI	Core	E033-H3K36me3.tagAlign.gz	20743473	205	0.2596628443	35	0.2607271	1500	0.2465611	1.053138	0.9248716	0.308	0.432	0.643	43.7	0.752
H3K36me3	E034	BLD.CD3.PPC	Primary T cells from peripheral blood	CD3_Primary_Cells_Peripheral_UW	Core	E034-H3K36me3.tagAlign.gz	22795000	160	0.2832549187	35	0.2867077	1500	0.2727053	1.038685	0.753417	0.314	0.447	0.615	60.6	0.855
H3K36me3	E035	BLD.CD34.PC	Primary hematopoietic stem cells	CD34_Primary_Cells	Core	E035-H3K36me3.tagAlign.gz	14619986	155	0.1922486245	35	0.1931742	1500	0.1849635	1.039387	0.8872744	0.305	0.405	0.635	35.5	0.67
H3K36me3	E036	BLD.CD34.CC	Primary hematopoietic stem cells short term culture	CD34_Cultured_Cells	Core	E036-H3K36me3.tagAlign.gz	30000000	135	0.3286892911	35	0.3315292	1500	0.3147641	1.04424	0.8306072	0.277	0.411	0.595	54.5	0.823
H3K36me3	E037	BLD.CD4.MPC	Primary T helper memory cells from peripheral blood 2	CD4_Memory_Primary_Cells	Core	E037-H3K36me3.tagAlign.gz	30000000	230	0.2989223627	35	0.3033372	1500	0.2943727	1.015455	0.5075205	0.063	0.011	0.238	51.3	0.735
H3K36me3	E038	BLD.CD4.NPC	Primary T helper naive cells from peripheral blood	CD4_Naive_Primary_Cells	Core	E038-H3K36me3.tagAlign.gz	30000000	255	0.3013213226	35	0.3069924	1500	0.295977	1.018056	0.4851666	0.083	0.035	0.29	56.5	0.79
H3K36me3	E039	BLD.CD4.CD25M.CD45RA.NPC	Primary T helper naive cells from peripheral blood	CD4+_CD25-_CD45RA+_Naive_Primary_Cells	Core	E039-H3K36me3.tagAlign.gz	30000000	225	0.3134268248	35	0.3198407	1500	0.3056252	1.025527	0.5488114	0.161	0.159	0.425	58.3	0.83
H3K36me3	E040	BLD.CD4.CD25M.CD45RO.MPC	Primary T helper memory cells from peripheral blood 1	CD4+_CD25-_CD45RO+_Memory_Primary_Cells	Core	E040-H3K36me3.tagAlign.gz	25486830	215	0.2663909837	35	0.2730961	1500	0.2607173	1.021762	0.4583401	0.078	0.023	0.274	44.3	0.685
H3K36me3	E041	BLD.CD4.CD25M.IL17M.PL.TPC	Primary T helper cells PMA-I stimulated	CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells	Core	E041-H3K36me3.tagAlign.gz	30000000	240	0.3163016145	35	0.3209166	1500	0.3081054	1.026602	0.6397694	0.18	0.233	0.466	60.6	0.86
H3K36me3	E042	BLD.CD4.CD25M.IL17P.PL.TPC	Primary T helper 17 cells PMA-I stimulated	CD4+_CD25-_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells	Core	E042-H3K36me3.tagAlign.gz	30000000	220	0.3146134864	35	0.3196635	1500	0.3058321	1.028713	0.6348867	0.164	0.165	0.42	53.9	0.778
H3K36me3	E043	BLD.CD4.CD25M.TPC	Primary T helper cells from peripheral blood	CD4+_CD25-_Th_Primary_Cells	Core	E043-H3K36me3.tagAlign.gz	30000000	240	0.323179176	35	0.3287364	1500	0.3144636	1.027716	0.6106405	0.223	0.309	0.517	60.6	0.875
H3K36me3	E044	BLD.CD4.CD25.CD127M.TREGPC	Primary T regulatory cells from peripheral blood	CD4+_CD25+_CD127-_Treg_Primary_Cells	Core	E044-H3K36me3.tagAlign.gz	29367051	210	0.3176662958	35	0.3238713	1500	0.3079209	1.031649	0.6109805	0.207	0.283	0.498	61.1	0.864
H3K36me3	E045	BLD.CD4.CD25I.CD127.TMEMPC	Primary T cells effector/memory enriched from peripheral blood	CD4+_CD25int_CD127+_Tmem_Primary_Cells	Core	E045-H3K36me3.tagAlign.gz	30000000	220	0.3063267325	35	0.3135126	1500	0.2995287	1.022696	0.4861342	0.113	0.074	0.362	56.6	0.821
H3K36me3	E046	BLD.CD56.PC	Primary Natural Killer cells from peripheral blood	CD56_Primary_Cells	Core	E046-H3K36me3.tagAlign.gz	30000000	145	0.3362590552	35	0.3406934	1500	0.3268544	1.028773	0.6795754	0.259	0.408	0.589	55.6	0.839
H3K36me3	E047	BLD.CD8.NPC	Primary T killer naive cells from peripheral blood	CD8_Naive_Primary_Cells	Core	E047-H3K36me3.tagAlign.gz	30000000	200	0.2998293133	35	0.3046129	1500	0.2949845	1.016424	0.5031821	0.075	0.02	0.266	50.2	0.724
H3K36me3	E048	BLD.CD8.MPC	Primary T killer memory cells from peripheral blood	CD8_Memory_Primary_Cells	Core	E048-H3K36me3.tagAlign.gz	30000000	230	0.2991902449	35	0.3048374	1500	0.2942049	1.016945	0.4688785	0.064	0.015	0.25	51.7	0.741
H3K36me3	E049	STRM.CHON.MRW.DR.MSC	Mesenchymal Stem Cell Derived Chondrocyte Cultured Cells	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	Core	E049-H3K36me3.tagAlign.gz	30000000	205	0.3289726387	35	0.3339989	1500	0.3186144	1.03251	0.6732906	0.265	0.387	0.566	61.3	0.865
H3K36me3	E050	BLD.MOB.CD34.PC.F	Primary hematopoietic stem cells G-CSF-mobilized Female	Mobilized_CD34_Primary_Cells_Female	Core	E050-H3K36me3.tagAlign.gz	30000000	180	0.3229744006	35	0.3276965	1500	0.31328	1.030945	0.6724507	0.248	0.337	0.53	58.2	0.857
H3K36me3	E051	BLD.MOB.CD34.PC.M	Primary hematopoietic stem cells G-CSF-mobilized Male	Mobilized_CD34_Primary_Cells_Male	Core	E051-H3K36me3.tagAlign.gz	27890075	135	0.3471336935	35	0.349609	1500	0.3248454	1.068612	0.9000433	0.435	0.582	0.71	60.8	0.849
H3K36me3	E052	MUS.SAT	Muscle Satellite Cultured Cells	Muscle_Satellite_Cultured_Cells	Core	E052-H3K36me3.tagAlign.gz	30000000	175	0.3074008155	35	0.3117778	1500	0.3008382	1.021814	0.5998925	0.115	0.082	0.404	50	0.781
H3K36me3	E053	BRN.CRTX.DR.NRSPHR	Cortex derived primary cultured neurospheres	Neurosphere_Cultured_Cells_Cortex_Derived	Core	E053-H3K36me3.tagAlign.gz	30000000	170	0.3106613302	35	0.314175	1500	0.3059148	1.015516	0.5746279	0.123	0.09	0.454	49.2	0.784
H3K36me3	E054	BRN.GANGEM.DR.NRSPHR	Ganglion Eminence derived primary cultured neurospheres	Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived	Core	E054-H3K36me3.tagAlign.gz	30000000	175	0.3089586362	35	0.3121732	1500	0.3043514	1.015138	0.5890297	0.116	0.066	0.436	47.9	0.783
H3K36me3	E055	SKIN.PEN.FRSK.FIB.01	Foreskin Fibroblast Primary Cells skin01	Penis_Foreskin_Fibroblast_Primary_Cells_skin01	Core	E055-H3K36me3.tagAlign.gz	30000000	190	0.3252627806	35	0.3253739	1500	0.3144161	1.034498	0.9898622	0.204	0.225	0.487	63.6	0.851
H3K36me3	E056	SKIN.PEN.FRSK.FIB.02	Foreskin Fibroblast Primary Cells skin02	Penis_Foreskin_Fibroblast_Primary_Cells_skin02	Core	E056-H3K36me3.tagAlign.gz	30000000	135	0.3230994243	35	0.3219119	1500	0.3118992	1.03591	1.1186	0.168	0.161	0.431	58.9	0.795
H3K36me3	E057	SKIN.PEN.FRSK.KER.02	Foreskin Keratinocyte Primary Cells skin02	Penis_Foreskin_Keratinocyte_Primary_Cells_skin02	Core	E057-H3K36me3.tagAlign.gz	21936760	145	0.2783411392	35	0.2766305	1500	0.2644819	1.052402	1.140808	0.317	0.412	0.606	56.3	0.803
H3K36me3	E058	SKIN.PEN.FRSK.KER.03	Foreskin Keratinocyte Primary Cells skin03	Penis_Foreskin_Keratinocyte_Primary_Cells_skin03	Core	E058-H3K36me3.tagAlign.gz	30000000	190	0.3495096386	35	0.3472446	1500	0.3333347	1.048525	1.162838	0.29	0.452	0.636	56.3	0.829
H3K36me3	E059	SKIN.PEN.FRSK.MEL.01	Foreskin Melanocyte Primary Cells skin01	Penis_Foreskin_Melanocyte_Primary_Cells_skin01	Core	E059-H3K36me3.tagAlign.gz	30000000	165	0.3086519834	35	0.3091564	1500	0.3028934	1.019012	0.9194574	0.086	0.021	0.318	51.8	0.711
H3K36me3	E061	SKIN.PEN.FRSK.MEL.03	Foreskin Melanocyte Primary Cells skin03	Penis_Foreskin_Melanocyte_Primary_Cells_skin03	Core	E061-H3K36me3.tagAlign.gz	30000000	180	0.3471445629	35	0.3368014	1500	0.3234996	1.073091	1.777572	0.267	0.364	0.559	54.1	0.788
H3K36me3	E062	BLD.PER.MONUC.PC	Primary mononuclear cells from peripheral blood	Peripheral_Blood_Mononuclear_Primary_Cells	Core	E062-H3K36me3.tagAlign.gz	30000000	180	0.3491788906	35	0.3449997	1500	0.3249068	1.074705	1.207996	0.336	0.419	0.554	56.5	0.789
H3K36me3	E063	FAT.ADIP.NUC	Adipose Nuclei	Adipose_Nuclei	Core	E063-H3K36me3.tagAlign.gz	30000000	175	0.3279233071	35	0.3305652	1500	0.3130101	1.047644	0.8495083	0.291	0.332	0.518	64.7	0.861
H3K36me3	E065	HRT.AOR	Aorta	Aorta	Core	E065-H3K36me3.tagAlign.gz	28146127	130	0.3121940617	40	0.307235	1500	0.2907986	1.073575	1.301712	0.206	0.154	0.41	44.3	0.647
H3K36me3	E066	LIV.ADLT	Liver	Adult_Liver	Core	E066-H3K36me3.tagAlign.gz	30000000	150	0.3361954102	35	0.3406219	1500	0.3223004	1.043112	0.7584003	0.311	0.42	0.591	55.6	0.81
H3K36me3	E067	BRN.ANG.GYR	Brain Angular Gyrus	Brain_Angular_Gyrus	Core	E067-H3K36me3.tagAlign.gz	30000000	180	0.3035048854	35	0.3067712	1500	0.2967037	1.022922	0.6755575	0.103	0.038	0.299	55.4	0.771
H3K36me3	E068	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	Core	E068-H3K36me3.tagAlign.gz	30000000	180	0.307623716	35	0.3111458	1500	0.3005356	1.023585	0.6680478	0.137	0.086	0.364	59.5	0.819
H3K36me3	E069	BRN.CING.GYR	Brain Cingulate Gyrus	Brain_Cingulate_Gyrus	Core	E069-H3K36me3.tagAlign.gz	30000000	180	0.3044696711	35	0.3078123	1500	0.2983019	1.020676	0.6485255	0.113	0.05	0.321	58.2	0.8
H3K36me3	E070	BRN.GRM.MTRX	Brain Germinal Matrix	Brain_Germinal_Matrix	Core	E070-H3K36me3.tagAlign.gz	20583742	185	0.2401830317	35	0.2421126	1500	0.2355521	1.01966	0.7058803	0.18	0.185	0.436	53.3	0.775
H3K36me3	E071	BRN.HIPP.MID	Brain Hippocampus Middle	Brain_Hippocampus_Middle	Core	E071-H3K36me3.tagAlign.gz	30000000	240	0.307861142	35	0.3128862	1500	0.3003498	1.025009	0.5991612	0.132	0.076	0.357	61.2	0.835
H3K36me3	E072	BRN.INF.TMP	Brain Inferior Temporal Lobe	Brain_Inferior_Temporal_Lobe	Core	E072-H3K36me3.tagAlign.gz	30000000	190	0.3072007304	35	0.3112825	1500	0.2998084	1.024657	0.6442585	0.134	0.083	0.353	60.1	0.82
H3K36me3	E073	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	Core	E073-H3K36me3.tagAlign.gz	30000000	180	0.3037772266	35	0.3076791	1500	0.2976265	1.020666	0.6118538	0.104	0.041	0.302	58	0.789
H3K36me3	E074	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	Core	E074-H3K36me3.tagAlign.gz	30000000	145	0.3031776821	35	0.3077242	1500	0.2965341	1.022404	0.5937043	0.1	0.037	0.295	53.4	0.744
H3K36me3	E075	GI.CLN.MUC	Colonic Mucosa	Colonic_Mucosa	Core	E075-H3K36me3.tagAlign.gz	13166426	140	0.1727470739	35	0.1765066	1500	0.1661977	1.039407	0.6353108	0.265	0.26	0.46	53.1	0.715
H3K36me3	E076	GI.CLN.SM.MUS	Colon Smooth Muscle	Colon_Smooth_Muscle	Core	E076-H3K36me3.tagAlign.gz	30000000	220	0.3009912432	35	0.3062967	1500	0.2959771	1.016941	0.4858892	0.086	0.021	0.314	51	0.769
H3K36me3	E077	GI.DUO.MUC	Duodenum Mucosa	Duodenum_Mucosa	Core	E077-H3K36me3.tagAlign.gz	30000000	180	0.3257840907	35	0.3284975	1500	0.3139621	1.037654	0.8133253	0.23	0.278	0.498	63.7	0.857
H3K36me3	E078	GI.DUO.SM.MUS	Duodenum Smooth Muscle	Duodenum_Smooth_Muscle	Core	E078-H3K36me3.tagAlign.gz	30000000	225	0.3108614082	35	0.3136104	1500	0.3025926	1.027327	0.7504953	0.164	0.136	0.425	58.9	0.842
H3K36me3	E079	GI.ESO	Esophagus	Esophagus	Core	E079-H3K36me3.tagAlign.gz	17259442	135	0.2273594454	35	0.225785	1500	0.2086782	1.089522	1.092033	0.29	0.267	0.466	57	0.763
H3K36me3	E080	ADRL.GLND.FET	Fetal Adrenal Gland	Fetal_Adrenal_Gland	Core	E080-H3K36me3.tagAlign.gz	24430422	170	0.3147001558	35	0.3156423	1500	0.2958076	1.063868	0.9524978	0.401	0.495	0.65	66.8	0.863
H3K36me3	E081	BRN.FET.M	Fetal Brain Male	Fetal_Brain_Male	Core	E081-H3K36me3.tagAlign.gz	27976521	185	0.2862344322	35	0.2882632	1500	0.2790096	1.025895	0.78076	0.055	0.008	0.21	31.1	0.542
H3K36me3	E082	BRN.FET.F	Fetal Brain Female	Fetal_Brain_Female	Core	E082-H3K36me3.tagAlign.gz	30000000	185	0.3069469356	35	0.3082414	1500	0.3013516	1.018568	0.8121176	0.117	0.063	0.371	54	0.793
H3K36me3	E083	HRT.FET	Fetal Heart	Fetal_Heart	Core	E083-H3K36me3.tagAlign.gz	18207403	90	0.207725077	35	0.213775	1500	0.201973	1.028479	0.487379	0.098	0.019	0.258	19.5	0.375
H3K36me3	E084	GI.L.INT.FET	Fetal Intestine Large	Fetal_Intestine_Large	Core	E084-H3K36me3.tagAlign.gz	30000000	165	0.3250010948	35	0.3261274	1500	0.3134974	1.036695	0.9108263	0.232	0.306	0.554	53.6	0.823
H3K36me3	E085	GI.S.INT.FET	Fetal Intestine Small	Fetal_Intestine_Small	Core	E085-H3K36me3.tagAlign.gz	30000000	180	0.3630285016	35	0.3471044	1500	0.3261641	1.113024	1.760451	0.373	0.443	0.613	54.6	0.756
H3K36me3	E086	KID.FET	Fetal Kidney	Fetal_Kidney	Core	E086-H3K36me3.tagAlign.gz	29628321	140	0.2988170523	35	0.3031792	1500	0.2921806	1.022714	0.6033926	0.087	0.023	0.277	38.7	0.623
H3K36me3	E087	PANC.ISLT	Pancreatic Islets	Pancreatic_Islets	Core	E087-H3K36me3.tagAlign.gz	8531014	165	0.1207505693	35	0.1234989	1500	0.110459	1.093171	0.789237	0.234	0.16	0.369	31.3	0.43
H3K36me3	E088	LNG.FET	Fetal Lung	Fetal_Lung	Core	E088-H3K36me3.tagAlign.gz	30000000	170	0.3086274749	35	0.3127291	1500	0.3001544	1.028229	0.6738207	0.132	0.082	0.418	44.2	0.748
H3K36me3	E089	MUS.TRNK.FET	Fetal Muscle Trunk	Fetal_Muscle_Trunk	Core	E089-H3K36me3.tagAlign.gz	30000000	165	0.334926048	35	0.3369911	1500	0.3217584	1.040924	0.8644312	0.273	0.354	0.555	62	0.859
H3K36me3	E090	MUS.LEG.FET	Fetal Muscle Leg	Fetal_Muscle_Leg	Core	E090-H3K36me3.tagAlign.gz	30000000	165	0.3302934013	35	0.3293724	1500	0.3148102	1.049183	1.063249	0.253	0.313	0.536	58.5	0.846
H3K36me3	E091	PLCNT.FET	Placenta	Fetal_Placenta	Core	E091-H3K36me3.tagAlign.gz	22120641	160	0.2708932324	35	0.275356	1500	0.263201	1.029226	0.6328418	0.284	0.387	0.571	50.7	0.768
H3K36me3	E092	GI.STMC.FET	Fetal Stomach	Fetal_Stomach	Core	E092-H3K36me3.tagAlign.gz	30000000	165	0.3645414452	35	0.3548229	1500	0.3306806	1.102397	1.402554	0.398	0.465	0.623	65.9	0.849
H3K36me3	E093	THYM.FET	Fetal Thymus	Fetal_Thymus	Core	E093-H3K36me3.tagAlign.gz	27691776	155	0.3142723648	35	0.3160354	1500	0.3039735	1.033881	0.8538356	0.237	0.351	0.547	50.8	0.786
H3K36me3	E094	GI.STMC.GAST	Gastric	Gastric	Core	E094-H3K36me3.tagAlign.gz	20144690	150	0.2575484331	35	0.254807	1500	0.2348969	1.096432	1.137693	0.283	0.26	0.458	63.2	0.795
H3K36me3	E095	HRT.VENT.L	Left Ventricle	Left_Ventricle	Core	E095-H3K36me3.tagAlign.gz	30000000	150	0.3246042815	35	0.323452	1500	0.305825	1.061405	1.065372	0.229	0.212	0.437	55.6	0.786
H3K36me3	E096	LNG	Lung	Lung	Core	E096-H3K36me3.tagAlign.gz	21103200	110	0.2732198363	35	0.271109	1500	0.2494602	1.095244	1.097503	0.34	0.34	0.512	59.8	0.789
H3K36me3	E097	OVRY	Ovary	Ovary	Core	E097-H3K36me3.tagAlign.gz	25448976	110	0.2922046319	40	0.2891926	1500	0.2737784	1.067304	1.195405	0.237	0.216	0.436	47.1	0.698
H3K36me3	E098	PANC	Pancreas	Pancreas	Core	E098-H3K36me3.tagAlign.gz	27465612	125	0.304119767	35	0.3016858	1500	0.2832166	1.073806	1.131785	0.189	0.137	0.372	55.4	0.724
H3K36me3	E099	PLCNT.AMN	Placenta Amnion	Placenta_Amnion	Core	E099-H3K36me3.tagAlign.gz	20685696	195	0.2361627163	35	0.2380733	1500	0.2320809	1.017588	0.6811679	0.125	0.078	0.337	49.6	0.723
H3K36me3	E100	MUS.PSOAS	Psoas Muscle	Psoas_Muscle	Core	E100-H3K36me3.tagAlign.gz	18935078	155	0.2220424941	35	0.2206561	1500	0.2133286	1.040847	1.189202	0.133	0.062	0.32	30.8	0.525
H3K36me3	E101	GI.RECT.MUC.29	Rectal Mucosa Donor 29	Rectal_Mucosa.Donor_29	Core	E101-H3K36me3.tagAlign.gz	29628167	145	0.3189173413	35	0.3210485	1500	0.3075014	1.037125	0.8426888	0.21	0.244	0.473	58.8	0.833
H3K36me3	E102	GI.RECT.MUC.31	Rectal Mucosa Donor 31	Rectal_Mucosa.Donor_31	Core	E102-H3K36me3.tagAlign.gz	30000000	140	0.3143887134	35	0.3168973	1500	0.3053676	1.029542	0.782425	0.17	0.163	0.421	52.7	0.782
H3K36me3	E103	GI.RECT.SM.MUS	Rectal Smooth Muscle	Rectal_Smooth_Muscle	Core	E103-H3K36me3.tagAlign.gz	25482942	145	0.2742736765	35	0.2775012	1500	0.2664552	1.029342	0.7078092	0.133	0.075	0.337	53.8	0.736
